date,matchday,home_team_id,away_team_id,home_score,away_score,winner
2026-05-17 14:00:00+00:00,37,14,17,,,
2026-05-17 14:00:00+00:00,37,8,5,,,
2026-05-17 14:00:00+00:00,37,18,4,,,
2026-05-17 14:00:00+00:00,37,10,3,,,
2026-05-17 14:00:00+00:00,37,9,7,,,
2026-05-17 14:00:00+00:00,37,20,11,,,
2026-05-17 14:00:00+00:00,37,6,19,,,
2026-05-24 15:00:00+00:00,38,4,8,,,
2026-05-24 15:00:00+00:00,38,3,9,,,
2026-05-24 15:00:00+00:00,38,17,16,,,
2026-05-24 15:00:00+00:00,38,15,6,,,
2026-05-24 15:00:00+00:00,38,19,20,,,
2026-05-24 15:00:00+00:00,38,1,14,,,
2026-05-24 15:00:00+00:00,38,12,2,,,
2026-05-24 15:00:00+00:00,38,7,13,,,
2026-05-24 15:00:00+00:00,38,5,18,,,
2026-05-24 15:00:00+00:00,38,11,10,,,
